iter	Accuracy	Logloss
296	0.9561128527	0.1432836171
297	0.9561128527	0.1429930626
298	0.9561128527	0.142954472
299	0.9561128527	0.1426175269
300	0.9561128527	0.1424234953
301	0.9561128527	0.1421859236
302	0.9561128527	0.1416093536
303	0.9561128527	0.1411111252
304	0.9561128527	0.1405833631
305	0.9550679206	0.1397505652
306	0.9550679206	0.139528914
307	0.9561128527	0.1393799817
308	0.9571577847	0.1393030841
309	0.9571577847	0.1391120975
310	0.9571577847	0.1390680973
311	0.9561128527	0.1387871593
312	0.9561128527	0.1383122322
313	0.9582027168	0.138185538
314	0.9582027168	0.137993255
315	0.9582027168	0.1377640203
316	0.9582027168	0.1376409364
317	0.9582027168	0.1373925327
318	0.9582027168	0.1371910439
319	0.9592476489	0.137099498
320	0.960292581	0.1370476069
321	0.960292581	0.1369614323
322	0.9592476489	0.1361092018
323	0.9592476489	0.1355006107
324	0.960292581	0.1351817224
325	0.9613375131	0.1349239906
326	0.9613375131	0.1343946757
327	0.9623824451	0.1342360985
328	0.9623824451	0.1340904717
329	0.9623824451	0.1336638191
330	0.9623824451	0.1335147877
331	0.9623824451	0.1330401921
332	0.9623824451	0.1326706474
333	0.9623824451	0.1326089033
334	0.9634273772	0.1321569221
335	0.9634273772	0.1320289133
336	0.9634273772	0.1318456076
337	0.9644723093	0.1315030363
338	0.9644723093	0.1309853251
339	0.9655172414	0.1306293858
340	0.9655172414	0.1302281853
341	0.9655172414	0.1295948988
342	0.9644723093	0.1293452487
343	0.9644723093	0.1292136647
344	0.9644723093	0.1291474726
345	0.9644723093	0.1288372516
346	0.9644723093	0.1284636452
347	0.9644723093	0.1281271778
348	0.9655172414	0.1278277382
349	0.9644723093	0.1275956344
350	0.9644723093	0.1275489584
351	0.9655172414	0.1274528516
352	0.9655172414	0.1272063837
353	0.9655172414	0.1266668616
354	0.9665621735	0.1265100264
355	0.9665621735	0.1260224292
356	0.9676071055	0.1256197816
357	0.9665621735	0.1253594472
358	0.9676071055	0.1248471288
359	0.9676071055	0.1246222014
360	0.9676071055	0.1242103669
361	0.9676071055	0.1239161071
362	0.9676071055	0.1233429575
363	0.9676071055	0.1231346487
364	0.9665621735	0.1230109469
365	0.9655172414	0.1226721647
366	0.9655172414	0.122555943
367	0.9655172414	0.1223747451
368	0.9655172414	0.1222710332
369	0.9655172414	0.1219613767
370	0.9655172414	0.1217948641
371	0.9655172414	0.121669811
372	0.9665621735	0.1214544034
373	0.9676071055	0.1213944058
374	0.9676071055	0.1208536641
375	0.9686520376	0.1206236779
376	0.9686520376	0.1202962043
377	0.9696969697	0.1199504741
378	0.9707419018	0.1197556282
379	0.9707419018	0.119598299
380	0.9707419018	0.1195231469
381	0.9728317659	0.1190876438
382	0.9717868339	0.1189604129
383	0.9717868339	0.1188035009
384	0.973876698	0.118509657
385	0.973876698	0.1182988342
386	0.9749216301	0.1180283459
387	0.9749216301	0.1176074904
388	0.973876698	0.1173098818
389	0.973876698	0.1171273123
390	0.973876698	0.1167552836
391	0.973876698	0.1161282751
392	0.973876698	0.1155955214
393	0.9749216301	0.1149546176
394	0.9749216301	0.1146092583
395	0.9749216301	0.1144093772
396	0.9749216301	0.1142980092
397	0.9749216301	0.1137448347
398	0.9759665622	0.1134672278
399	0.9770114943	0.1133201579
400	0.9759665622	0.1132279246
401	0.9759665622	0.112831035
402	0.9759665622	0.1125461793
403	0.9759665622	0.1123007463
404	0.9759665622	0.1121682721
405	0.9770114943	0.1120316149
406	0.9770114943	0.1118084648
407	0.9770114943	0.1114933719
408	0.9770114943	0.1111987591
409	0.9791013584	0.1109171933
410	0.9801462905	0.1103660381
411	0.9791013584	0.1099486943
412	0.9811912226	0.1094888656
413	0.9811912226	0.1091985123
414	0.9811912226	0.1091135697
415	0.9811912226	0.1088469034
416	0.9822361546	0.1087983773
417	0.9822361546	0.1086188791
418	0.9811912226	0.1083591735
419	0.9811912226	0.108191082
420	0.9801462905	0.108028815
421	0.9822361546	0.1074164648
422	0.9811912226	0.1069717389
423	0.9822361546	0.1068066591
424	0.9822361546	0.1065229794
425	0.9822361546	0.1062255862
426	0.9822361546	0.1059814419
427	0.9822361546	0.1058378294
428	0.9822361546	0.1055322303
429	0.9832810867	0.1052444588
430	0.9832810867	0.1050796995
431	0.9832810867	0.1048011128
432	0.9832810867	0.1045154324
433	0.9832810867	0.1044635928
434	0.9832810867	0.1042139876
435	0.9832810867	0.1040934569
436	0.9832810867	0.1037570407
437	0.9832810867	0.1032056912
438	0.9832810867	0.1028898851
439	0.9832810867	0.102555732
440	0.9832810867	0.1024490834
441	0.9832810867	0.1022535673
442	0.9832810867	0.1021498807
443	0.9832810867	0.1019854744
444	0.9832810867	0.1016173665
445	0.9832810867	0.1015930878
446	0.9832810867	0.1014707818
447	0.9832810867	0.1012541571
448	0.9832810867	0.1009967433
449	0.9832810867	0.1008200573
450	0.9843260188	0.1004551075
451	0.9843260188	0.09990567102
452	0.9843260188	0.09956795262
453	0.9853709509	0.09934264917
454	0.9853709509	0.09919966413
455	0.9853709509	0.09888171613
456	0.9843260188	0.09871120171
457	0.9853709509	0.09824988782
458	0.9853709509	0.09815207058
459	0.9853709509	0.09799614094
460	0.9853709509	0.09779322022
461	0.9853709509	0.09745283311
462	0.9853709509	0.09723580916
463	0.9853709509	0.0970628234
464	0.9853709509	0.09677414789
465	0.9853709509	0.09663394807
466	0.9853709509	0.09636515207
467	0.9853709509	0.09628194611
468	0.9853709509	0.09609836647
469	0.9853709509	0.09589842451
470	0.9853709509	0.09573064516
471	0.9853709509	0.09534156984
472	0.9853709509	0.0952750149
473	0.986415883	0.09499691792
474	0.986415883	0.09494172816
475	0.986415883	0.09489883973
476	0.986415883	0.0945139871
477	0.986415883	0.09446389046
478	0.986415883	0.09425880128
479	0.986415883	0.09406385442
480	0.986415883	0.09386585722
481	0.986415883	0.09357402401
482	0.986415883	0.09356023245
483	0.986415883	0.09336341041
484	0.986415883	0.09321710468
485	0.986415883	0.09307299543
486	0.986415883	0.09302843728
487	0.986415883	0.09286973823
488	0.987460815	0.09274697731
489	0.987460815	0.09274203951
490	0.987460815	0.09258543612
491	0.987460815	0.09242726315
492	0.987460815	0.09234068747
493	0.987460815	0.09230192628
494	0.987460815	0.09223359333
495	0.987460815	0.09179564972
496	0.987460815	0.09157320931
497	0.987460815	0.09144413572
498	0.987460815	0.09129997532
499	0.987460815	0.09109093074
